Wvlgth,Direct_normal_irradiance,Global_horizn_irradiance,Global_tilted_irradiance,Beam_normal_+circumsolar
.5250E+03,.1401E+01,.1200E+01,.1200E+01,.1401E+01
.5260E+03,.1340E+01,.1146E+01,.1146E+01,.1340E+01
.5270E+03,.1264E+01,.1079E+01,.1079E+01,.1264E+01
.5280E+03,.1339E+01,.1141E+01,.1141E+01,.1339E+01
.5290E+03,.1412E+01,.1202E+01,.1202E+01,.1412E+01
.5300E+03,.1394E+01,.1185E+01,.1185E+01,.1394E+01
.5310E+03,.1416E+01,.1202E+01,.1202E+01,.1416E+01
.5320E+03,.1369E+01,.1161E+01,.1161E+01,.1369E+01
.5330E+03,.1331E+01,.1126E+01,.1126E+01,.1331E+01
.5340E+03,.1371E+01,.1159E+01,.1159E+01,.1371E+01
.5350E+03,.1402E+01,.1184E+01,.1184E+01,.1402E+01
.5360E+03,.1415E+01,.1194E+01,.1194E+01,.1415E+01
.5370E+03,.1361E+01,.1146E+01,.1146E+01,.1361E+01
.5380E+03,.1386E+01,.1166E+01,.1166E+01,.1386E+01
.5390E+03,.1376E+01,.1156E+01,.1156E+01,.1376E+01
.5400E+03,.1321E+01,.1108E+01,.1108E+01,.1321E+01
.5410E+03,.1332E+01,.1117E+01,.1117E+01,.1332E+01
.5420E+03,.1376E+01,.1152E+01,.1152E+01,.1376E+01
.5430E+03,.1362E+01,.1139E+01,.1139E+01,.1362E+01
.5440E+03,.1388E+01,.1159E+01,.1159E+01,.1388E+01
.5450E+03,.1384E+01,.1154E+01,.1154E+01,.1384E+01
.5460E+03,.1392E+01,.1159E+01,.1159E+01,.1392E+01
.5470E+03,.1390E+01,.1157E+01,.1157E+01,.1390E+01
.5480E+03,.1374E+01,.1142E+01,.1142E+01,.1374E+01
.5490E+03,.1380E+01,.1145E+01,.1145E+01,.1380E+01
.5500E+03,.1398E+01,.1159E+01,.1159E+01,.1398E+01
.5510E+03,.1382E+01,.1145E+01,.1145E+01,.1382E+01
.5520E+03,.1393E+01,.1152E+01,.1152E+01,.1393E+01
.5530E+03,.1369E+01,.1132E+01,.1132E+01,.1369E+01
.5540E+03,.1403E+01,.1158E+01,.1158E+01,.1403E+01
.5550E+03,.1407E+01,.1160E+01,.1160E+01,.1407E+01
.5560E+03,.1389E+01,.1144E+01,.1144E+01,.1389E+01
.5570E+03,.1348E+01,.1108E+01,.1108E+01,.1348E+01
.5580E+03,.1339E+01,.1100E+01,.1100E+01,.1339E+01
.5590E+03,.1315E+01,.1079E+01,.1079E+01,.1315E+01
.5600E+03,.1333E+01,.1093E+01,.1093E+01,.1333E+01
.5610E+03,.1353E+01,.1107E+01,.1107E+01,.1353E+01
.5620E+03,.1345E+01,.1100E+01,.1100E+01,.1345E+01
.5630E+03,.1383E+01,.1130E+01,.1130E+01,.1383E+01
.5640E+03,.1347E+01,.1100E+01,.1100E+01,.1347E+01
.5650E+03,.1337E+01,.1090E+01,.1090E+01,.1337E+01
.5660E+03,.1319E+01,.1074E+01,.1074E+01,.1319E+01
.5670E+03,.1346E+01,.1095E+01,.1095E+01,.1346E+01
.5680E+03,.1337E+01,.1086E+01,.1086E+01,.1337E+01
.5690E+03,.1311E+01,.1063E+01,.1063E+01,.1311E+01
.5700E+03,.1310E+01,.1062E+01,.1062E+01,.1310E+01
.5710E+03,.1302E+01,.1054E+01,.1054E+01,.1302E+01
.5720E+03,.1337E+01,.1081E+01,.1081E+01,.1337E+01
.5730E+03,.1352E+01,.1093E+01,.1093E+01,.1352E+01
.5740E+03,.1349E+01,.1089E+01,.1089E+01,.1349E+01
.5750E+03,.1326E+01,.1069E+01,.1069E+01,.1326E+01
.5760E+03,.1314E+01,.1059E+01,.1059E+01,.1314E+01
.5770E+03,.1329E+01,.1069E+01,.1069E+01,.1329E+01
.5780E+03,.1308E+01,.1053E+01,.1053E+01,.1308E+01
.5790E+03,.1313E+01,.1056E+01,.1056E+01,.1313E+01
.5800E+03,.1337E+01,.1074E+01,.1074E+01,.1337E+01
.5810E+03,.1343E+01,.1078E+01,.1078E+01,.1343E+01
.5820E+03,.1368E+01,.1098E+01,.1098E+01,.1368E+01
.5830E+03,.1372E+01,.1100E+01,.1100E+01,.1372E+01
.5840E+03,.1384E+01,.1109E+01,.1109E+01,.1384E+01
.5850E+03,.1351E+01,.1081E+01,.1081E+01,.1351E+01
.5860E+03,.1323E+01,.1059E+01,.1059E+01,.1323E+01
.5870E+03,.1354E+01,.1082E+01,.1082E+01,.1354E+01
.5880E+03,.1327E+01,.1059E+01,.1059E+01,.1327E+01
.5890E+03,.1187E+01,.9453E+00,.9453E+00,.1187E+01
.5900E+03,.1240E+01,.9873E+00,.9873E+00,.1240E+01
.5910E+03,.1307E+01,.1040E+01,.1040E+01,.1307E+01
.5920E+03,.1296E+01,.1030E+01,.1030E+01,.1296E+01
.5930E+03,.1311E+01,.1042E+01,.1042E+01,.1311E+01
.5940E+03,.1307E+01,.1037E+01,.1037E+01,.1307E+01
.5950E+03,.1279E+01,.1014E+01,.1014E+01,.1279E+01
.5960E+03,.1320E+01,.1047E+01,.1047E+01,.1320E+01
.5970E+03,.1309E+01,.1037E+01,.1037E+01,.1309E+01
.5980E+03,.1305E+01,.1033E+01,.1033E+01,.1305E+01
.5990E+03,.1306E+01,.1033E+01,.1033E+01,.1306E+01
.6000E+03,.1306E+01,.1033E+01,.1033E+01,.1306E+01
.6010E+03,.1294E+01,.1023E+01,.1023E+01,.1294E+01
.6020E+03,.1285E+01,.1015E+01,.1015E+01,.1285E+01
.6030E+03,.1306E+01,.1030E+01,.1030E+01,.1306E+01
.6040E+03,.1327E+01,.1046E+01,.1046E+01,.1327E+01
.6050E+03,.1321E+01,.1041E+01,.1041E+01,.1321E+01
.6060E+03,.1317E+01,.1037E+01,.1037E+01,.1317E+01
.6070E+03,.1332E+01,.1048E+01,.1048E+01,.1332E+01
.6080E+03,.1318E+01,.1037E+01,.1037E+01,.1318E+01
.6090E+03,.1321E+01,.1039E+01,.1039E+01,.1321E+01
.6100E+03,.1311E+01,.1030E+01,.1030E+01,.1311E+01
.6110E+03,.1319E+01,.1036E+01,.1036E+01,.1319E+01
.6120E+03,.1315E+01,.1032E+01,.1032E+01,.1315E+01
.6130E+03,.1299E+01,.1019E+01,.1019E+01,.1299E+01
.6140E+03,.1281E+01,.1004E+01,.1004E+01,.1281E+01
.6150E+03,.1310E+01,.1026E+01,.1026E+01,.1310E+01
.6160E+03,.1267E+01,.9921E+00,.9921E+00,.1267E+01
.6170E+03,.1265E+01,.9897E+00,.9897E+00,.1265E+01
.6180E+03,.1313E+01,.1027E+01,.1027E+01,.1313E+01
.6190E+03,.1300E+01,.1016E+01,.1016E+01,.1300E+01
.6200E+03,.1308E+01,.1022E+01,.1022E+01,.1308E+01
.6210E+03,.1308E+01,.1021E+01,.1021E+01,.1308E+01
.6220E+03,.1284E+01,.1001E+01,.1001E+01,.1284E+01
.6230E+03,.1256E+01,.9785E+00,.9785E+00,.1256E+01
.6240E+03,.1239E+01,.9649E+00,.9649E+00,.1239E+01
.6250E+03,.1245E+01,.9692E+00,.9692E+00,.1245E+01
.6260E+03,.1267E+01,.9853E+00,.9853E+00,.1267E+01
.6270E+03,.1285E+01,.9986E+00,.9986E+00,.1285E+01
.6280E+03,.1216E+01,.9431E+00,.9431E+00,.1216E+01
.6290E+03,.1262E+01,.9794E+00,.9794E+00,.1262E+01
.6300E+03,.1235E+01,.9575E+00,.9575E+00,.1235E+01
.6310E+03,.1260E+01,.9769E+00,.9769E+00,.1260E+01
.6320E+03,.1247E+01,.9668E+00,.9668E+00,.1247E+01
.6330E+03,.1286E+01,.9966E+00,.9966E+00,.1286E+01
.6340E+03,.1273E+01,.9860E+00,.9860E+00,.1273E+01
.6350E+03,.1292E+01,.1001E+01,.1001E+01,.1292E+01
.6360E+03,.1274E+01,.9860E+00,.9860E+00,.1274E+01
.6370E+03,.1294E+01,.1001E+01,.1001E+01,.1294E+01
.6380E+03,.1305E+01,.1009E+01,.1009E+01,.1305E+01
.6390E+03,.1292E+01,.9984E+00,.9984E+00,.1292E+01
.6400E+03,.1280E+01,.9890E+00,.9890E+00,.1280E+01
.6410E+03,.1280E+01,.9885E+00,.9885E+00,.1280E+01
.6420E+03,.1274E+01,.9836E+00,.9836E+00,.1274E+01
.6430E+03,.1292E+01,.9969E+00,.9969E+00,.1292E+01
.6440E+03,.1288E+01,.9932E+00,.9932E+00,.1288E+01
.6450E+03,.1292E+01,.9956E+00,.9956E+00,.1292E+01
.6460E+03,.1266E+01,.9752E+00,.9752E+00,.1266E+01
.6470E+03,.1259E+01,.9688E+00,.9688E+00,.1259E+01
.6480E+03,.1263E+01,.9712E+00,.9712E+00,.1263E+01
.6490E+03,.1239E+01,.9524E+00,.9524E+00,.1239E+01
.6500E+03,.1237E+01,.9507E+00,.9507E+00,.1237E+01
.6510E+03,.1289E+01,.9905E+00,.9905E+00,.1289E+01
.6520E+03,.1247E+01,.9574E+00,.9574E+00,.1247E+01
.6530E+03,.1273E+01,.9774E+00,.9774E+00,.1273E+01
.6540E+03,.1258E+01,.9656E+00,.9656E+00,.1258E+01
.6550E+03,.1217E+01,.9331E+00,.9331E+00,.1217E+01
.6560E+03,.1075E+01,.8239E+00,.8239E+00,.1075E+01
.6570E+03,.1103E+01,.8454E+00,.8454E+00,.1103E+01
.6580E+03,.1233E+01,.9445E+00,.9445E+00,.1233E+01
.6590E+03,.1238E+01,.9477E+00,.9477E+00,.1238E+01
.6600E+03,.1236E+01,.9458E+00,.9458E+00,.1236E+01
.6610E+03,.1233E+01,.9427E+00,.9427E+00,.1233E+01
.6620E+03,.1229E+01,.9383E+00,.9383E+00,.1229E+01
.6630E+03,.1210E+01,.9241E+00,.9241E+00,.1210E+01
.6640E+03,.1233E+01,.9416E+00,.9416E+00,.1233E+01
.6650E+03,.1239E+01,.9457E+00,.9457E+00,.1239E+01
.6660E+03,.1245E+01,.9506E+00,.9506E+00,.1245E+01
.6670E+03,.1248E+01,.9521E+00,.9521E+00,.1248E+01
.6680E+03,.1250E+01,.9532E+00,.9532E+00,.1250E+01
.6690E+03,.1270E+01,.9682E+00,.9682E+00,.1270E+01
.6700E+03,.1265E+01,.9643E+00,.9643E+00,.1265E+01
.6710E+03,.1265E+01,.9639E+00,.9639E+00,.1265E+01
.6720E+03,.1255E+01,.9557E+00,.9557E+00,.1255E+01
.6730E+03,.1274E+01,.9700E+00,.9700E+00,.1274E+01
.6740E+03,.1270E+01,.9663E+00,.9663E+00,.1270E+01
.6750E+03,.1259E+01,.9573E+00,.9573E+00,.1259E+01
.6760E+03,.1268E+01,.9636E+00,.9636E+00,.1268E+01
.6770E+03,.1255E+01,.9537E+00,.9537E+00,.1255E+01
.6780E+03,.1258E+01,.9558E+00,.9558E+00,.1258E+01
.6790E+03,.1238E+01,.9401E+00,.9401E+00,.1238E+01
.6800E+03,.1249E+01,.9477E+00,.9477E+00,.1249E+01
.6810E+03,.1241E+01,.9418E+00,.9418E+00,.1241E+01
.6820E+03,.1241E+01,.9409E+00,.9409E+00,.1241E+01
.6830E+03,.1239E+01,.9392E+00,.9392E+00,.1239E+01
.6840E+03,.1234E+01,.9346E+00,.9346E+00,.1234E+01
.6850E+03,.1245E+01,.9426E+00,.9426E+00,.1245E+01
.6860E+03,.1238E+01,.9372E+00,.9372E+00,.1238E+01
.6870E+03,.8891E+00,.6663E+00,.6663E+00,.8891E+00
.6880E+03,.1010E+01,.7594E+00,.7594E+00,.1010E+01
.6890E+03,.1013E+01,.7615E+00,.7615E+00,.1013E+01
.6900E+03,.1052E+01,.7918E+00,.7918E+00,.1052E+01
.6910E+03,.1097E+01,.8259E+00,.8259E+00,.1097E+01
.6920E+03,.1129E+01,.8513E+00,.8513E+00,.1129E+01
.6930E+03,.1128E+01,.8498E+00,.8498E+00,.1128E+01
.6940E+03,.1124E+01,.8463E+00,.8463E+00,.1124E+01
.6950E+03,.1159E+01,.8730E+00,.8730E+00,.1159E+01
.6960E+03,.1162E+01,.8746E+00,.8746E+00,.1162E+01
.6970E+03,.1214E+01,.9150E+00,.9150E+00,.1214E+01
.6980E+03,.1196E+01,.9012E+00,.9012E+00,.1196E+01
.6990E+03,.1180E+01,.8882E+00,.8882E+00,.1180E+01
.7000E+03,.1167E+01,.8776E+00,.8776E+00,.1167E+01
.7010E+03,.1159E+01,.8713E+00,.8713E+00,.1159E+01
.7020E+03,.1163E+01,.8742E+00,.8742E+00,.1163E+01
.7030E+03,.1166E+01,.8758E+00,.8758E+00,.1166E+01
.7040E+03,.1196E+01,.8988E+00,.8988E+00,.1196E+01
.7050E+03,.1199E+01,.9007E+00,.9007E+00,.1199E+01
.7060E+03,.1195E+01,.8977E+00,.8977E+00,.1195E+01
.7070E+03,.1196E+01,.8978E+00,.8978E+00,.1196E+01
.7080E+03,.1199E+01,.8998E+00,.8998E+00,.1199E+01
.7090E+03,.1197E+01,.8980E+00,.8980E+00,.1197E+01
.7100E+03,.1199E+01,.8995E+00,.8995E+00,.1199E+01
.7110E+03,.1196E+01,.8971E+00,.8971E+00,.1196E+01
.7120E+03,.1191E+01,.8930E+00,.8930E+00,.1191E+01
.7130E+03,.1182E+01,.8852E+00,.8852E+00,.1182E+01
.7140E+03,.1186E+01,.8884E+00,.8884E+00,.1186E+01
.7150E+03,.1154E+01,.8637E+00,.8637E+00,.1154E+01
.7160E+03,.1157E+01,.8655E+00,.8655E+00,.1157E+01
.7170E+03,.1047E+01,.7813E+00,.7813E+00,.1047E+01
.7180E+03,.9752E+00,.7265E+00,.7265E+00,.9752E+00
.7190E+03,.8980E+00,.6682E+00,.6682E+00,.8980E+00
.7200E+03,.9426E+00,.7013E+00,.7013E+00,.9426E+00
.7210E+03,.1011E+01,.7533E+00,.7533E+00,.1011E+01
.7220E+03,.1126E+01,.8401E+00,.8401E+00,.1126E+01
.7230E+03,.1065E+01,.7940E+00,.7940E+00,.1065E+01
.7240E+03,.9792E+00,.7285E+00,.7285E+00,.9792E+00
.7250E+03,.9715E+00,.7223E+00,.7223E+00,.9715E+00
.7260E+03,.1011E+01,.7516E+00,.7516E+00,.1011E+01
.7270E+03,.1017E+01,.7562E+00,.7562E+00,.1017E+01
.7280E+03,.9702E+00,.7207E+00,.7207E+00,.9702E+00
.7290E+03,.9902E+00,.7360E+00,.7360E+00,.9902E+00
.7300E+03,.1046E+01,.7778E+00,.7778E+00,.1046E+01
.7310E+03,.1007E+01,.7481E+00,.7481E+00,.1007E+01
.7320E+03,.1061E+01,.7882E+00,.7882E+00,.1061E+01
.7330E+03,.1106E+01,.8227E+00,.8227E+00,.1106E+01
.7340E+03,.1128E+01,.8391E+00,.8391E+00,.1128E+01
.7350E+03,.1108E+01,.8233E+00,.8233E+00,.1108E+01
.7360E+03,.1106E+01,.8220E+00,.8220E+00,.1106E+01
.7370E+03,.1112E+01,.8257E+00,.8257E+00,.1112E+01
.7380E+03,.1119E+01,.8315E+00,.8315E+00,.1119E+01
.7390E+03,.1098E+01,.8155E+00,.8155E+00,.1098E+01
.7400E+03,.1123E+01,.8342E+00,.8342E+00,.1123E+01
.7410E+03,.1110E+01,.8243E+00,.8243E+00,.1110E+01
.7420E+03,.1110E+01,.8237E+00,.8237E+00,.1110E+01
.7430E+03,.1138E+01,.8442E+00,.8442E+00,.1138E+01
.7440E+03,.1133E+01,.8409E+00,.8409E+00,.1133E+01
.7450E+03,.1133E+01,.8403E+00,.8403E+00,.1133E+01
.7460E+03,.1138E+01,.8441E+00,.8441E+00,.1138E+01
.7470E+03,.1141E+01,.8458E+00,.8458E+00,.1141E+01
.7480E+03,.1139E+01,.8439E+00,.8439E+00,.1139E+01
.7490E+03,.1126E+01,.8342E+00,.8342E+00,.1126E+01
.7500E+03,.1126E+01,.8337E+00,.8337E+00,.1126E+01
.7510E+03,.1115E+01,.8252E+00,.8252E+00,.1115E+01
.7520E+03,.1120E+01,.8287E+00,.8287E+00,.1120E+01
.7530E+03,.1126E+01,.8328E+00,.8328E+00,.1126E+01
.7540E+03,.1128E+01,.8348E+00,.8348E+00,.1128E+01
.7550E+03,.1122E+01,.8301E+00,.8301E+00,.1122E+01
.7560E+03,.1122E+01,.8296E+00,.8296E+00,.1122E+01
.7570E+03,.1124E+01,.8308E+00,.8308E+00,.1124E+01
.7580E+03,.1111E+01,.8205E+00,.8205E+00,.1111E+01
.7590E+03,.1092E+01,.8063E+00,.8063E+00,.1092E+01
.7600E+03,.2503E+00,.1797E+00,.1797E+00,.2503E+00
.7610E+03,.1469E+00,.1047E+00,.1047E+00,.1469E+00
.7620E+03,.6279E+00,.4580E+00,.4580E+00,.6279E+00
.7630E+03,.3553E+00,.2564E+00,.2564E+00,.3553E+00
.7640E+03,.4973E+00,.3609E+00,.3609E+00,.4973E+00
.7650E+03,.6286E+00,.4581E+00,.4581E+00,.6286E+00
.7660E+03,.7389E+00,.5406E+00,.5406E+00,.7389E+00
.7670E+03,.9003E+00,.6608E+00,.6608E+00,.9003E+00
.7680E+03,.1014E+01,.7459E+00,.7459E+00,.1014E+01
.7690E+03,.1030E+01,.7579E+00,.7579E+00,.1030E+01
.7700E+03,.1059E+01,.7795E+00,.7795E+00,.1059E+01
.7710E+03,.1065E+01,.7839E+00,.7839E+00,.1065E+01
.7720E+03,.1067E+01,.7850E+00,.7850E+00,.1067E+01
.7730E+03,.1074E+01,.7903E+00,.7903E+00,.1074E+01
.7740E+03,.1069E+01,.7864E+00,.7864E+00,.1069E+01
.7750E+03,.1061E+01,.7803E+00,.7803E+00,.1061E+01
.7760E+03,.1074E+01,.7897E+00,.7897E+00,.1074E+01
.7770E+03,.1060E+01,.7792E+00,.7792E+00,.1060E+01
.7780E+03,.1054E+01,.7745E+00,.7745E+00,.1054E+01
.7790E+03,.1055E+01,.7752E+00,.7752E+00,.1055E+01
.7800E+03,.1049E+01,.7708E+00,.7708E+00,.1049E+01
.7810E+03,.1051E+01,.7715E+00,.7715E+00,.1051E+01
.7820E+03,.1058E+01,.7763E+00,.7763E+00,.1058E+01
.7830E+03,.1039E+01,.7627E+00,.7627E+00,.1039E+01
.7840E+03,.1044E+01,.7663E+00,.7663E+00,.1044E+01
.7850E+03,.1037E+01,.7610E+00,.7610E+00,.1037E+01
.7860E+03,.1050E+01,.7697E+00,.7697E+00,.1050E+01
.7870E+03,.1036E+01,.7595E+00,.7595E+00,.1036E+01
.7880E+03,.1026E+01,.7517E+00,.7517E+00,.1026E+01
.7890E+03,.1027E+01,.7523E+00,.7523E+00,.1027E+01
.7900E+03,.1006E+01,.7369E+00,.7369E+00,.1006E+01
.7910E+03,.1009E+01,.7388E+00,.7388E+00,.1009E+01
.7920E+03,.1001E+01,.7327E+00,.7327E+00,.1001E+01
.7930E+03,.9857E+00,.7214E+00,.7214E+00,.9857E+00
.7940E+03,.9952E+00,.7284E+00,.7284E+00,.9952E+00
.7950E+03,.1014E+01,.7421E+00,.7421E+00,.1014E+01
.7960E+03,.9927E+00,.7259E+00,.7259E+00,.9927E+00
.7970E+03,.9944E+00,.7269E+00,.7269E+00,.9944E+00
.7980E+03,.1015E+01,.7420E+00,.7420E+00,.1015E+01
.7990E+03,.1010E+01,.7385E+00,.7385E+00,.1010E+01
.8000E+03,.9955E+00,.7274E+00,.7274E+00,.9955E+00
.8010E+03,.9944E+00,.7263E+00,.7263E+00,.9944E+00
.8020E+03,.9916E+00,.7241E+00,.7241E+00,.9916E+00
.8030E+03,.9854E+00,.7194E+00,.7194E+00,.9854E+00
.8040E+03,.9859E+00,.7197E+00,.7197E+00,.9859E+00
.8050E+03,.9804E+00,.7155E+00,.7155E+00,.9804E+00
.8060E+03,.1004E+01,.7327E+00,.7327E+00,.1004E+01
.8070E+03,.9930E+00,.7245E+00,.7245E+00,.9930E+00
.8080E+03,.9935E+00,.7248E+00,.7248E+00,.9935E+00
.8090E+03,.9783E+00,.7134E+00,.7134E+00,.9783E+00
.8100E+03,.9738E+00,.7098E+00,.7098E+00,.9738E+00
.8110E+03,.9788E+00,.7132E+00,.7132E+00,.9788E+00
.8120E+03,.9577E+00,.6974E+00,.6974E+00,.9577E+00
.8130E+03,.9425E+00,.6860E+00,.6860E+00,.9425E+00
.8140E+03,.8530E+00,.6198E+00,.6198E+00,.8530E+00
.8150E+03,.8472E+00,.6154E+00,.6154E+00,.8472E+00
.8160E+03,.7953E+00,.5773E+00,.5773E+00,.7953E+00
.8170E+03,.8055E+00,.5847E+00,.5847E+00,.8055E+00
.8180E+03,.7803E+00,.5662E+00,.5662E+00,.7803E+00
.8190E+03,.8505E+00,.6178E+00,.6178E+00,.8505E+00
.8200E+03,.8097E+00,.5876E+00,.5876E+00,.8097E+00
.8210E+03,.9186E+00,.6677E+00,.6677E+00,.9186E+00
.8220E+03,.8979E+00,.6523E+00,.6523E+00,.8979E+00
.8230E+03,.6572E+00,.4754E+00,.4754E+00,.6572E+00
.8240E+03,.8822E+00,.6404E+00,.6404E+00,.8822E+00
.8250E+03,.9054E+00,.6575E+00,.6575E+00,.9054E+00
.8260E+03,.8797E+00,.6383E+00,.6383E+00,.8797E+00
.8270E+03,.9194E+00,.6674E+00,.6674E+00,.9194E+00
.8280E+03,.8056E+00,.5836E+00,.5836E+00,.8056E+00
.8290E+03,.8736E+00,.6336E+00,.6336E+00,.8736E+00
.8300E+03,.8660E+00,.6279E+00,.6279E+00,.8660E+00
.8310E+03,.8680E+00,.6293E+00,.6293E+00,.8680E+00
.8320E+03,.8470E+00,.6138E+00,.6138E+00,.8470E+00
.8330E+03,.8855E+00,.6421E+00,.6421E+00,.8855E+00
.8340E+03,.8628E+00,.6252E+00,.6252E+00,.8628E+00
.8350E+03,.9300E+00,.6744E+00,.6744E+00,.9300E+00
.8360E+03,.9014E+00,.6531E+00,.6531E+00,.9014E+00
.8370E+03,.9323E+00,.6758E+00,.6758E+00,.9323E+00
.8380E+03,.9081E+00,.6580E+00,.6580E+00,.9081E+00
.8390E+03,.9176E+00,.6649E+00,.6649E+00,.9176E+00
.8400E+03,.9366E+00,.6786E+00,.6786E+00,.9366E+00
.8410E+03,.9256E+00,.6704E+00,.6704E+00,.9256E+00
.8420E+03,.9245E+00,.6696E+00,.6696E+00,.9245E+00
.8430E+03,.9209E+00,.6670E+00,.6670E+00,.9209E+00
.8440E+03,.9103E+00,.6591E+00,.6591E+00,.9103E+00
.8450E+03,.9385E+00,.6795E+00,.6795E+00,.9385E+00
.8460E+03,.9341E+00,.6761E+00,.6761E+00,.9341E+00
.8470E+03,.9158E+00,.6628E+00,.6628E+00,.9158E+00
.8480E+03,.9117E+00,.6597E+00,.6597E+00,.9117E+00
.8490E+03,.8860E+00,.6410E+00,.6410E+00,.8860E+00
.8500E+03,.8488E+00,.6139E+00,.6139E+00,.8488E+00
.8510E+03,.9004E+00,.6510E+00,.6510E+00,.9004E+00
